Vessel_ID,Timestamp,Maintenance_Type,Failure_Code,Repair_Time_hours,Incident_Type,Risk_Category,Maintenance_Cost_USD
SHIP_0010,2024-05-24,Hull Inspection,,11.38039120907803,Collision Warning,Medium,11542.224760182646
SHIP_0010,2024-11-08,Navigation Equipment,,23.98454630445374,Normal Operation,Low,10612.193781714277
SHIP_0010,2024-07-28,Hull Inspection,F005,0.0,System Malfunction,Low,17576.789164727474
SHIP_0010,2024-02-23,Safety Systems,F002,0.0,Normal Operation,Low,21019.60306260744
SHIP_0010,2024-11-04,Electrical System,,38.19433567252616,Weather Damage,Low,46730.011396585425
SHIP_0011,2024-03-05,Navigation Equipment,F001,10.277585598698597,Mechanical Failure,Low,37252.73316232023
SHIP_0011,2024-01-12,Navigation Equipment,F007,12.012726773433538,Mechanical Failure,High,27398.04160734821
SHIP_0011,2024-04-29,Hull Inspection,F006,0.0,Weather Damage,Low,26060.828816140543
SHIP_0011,2024-05-03,Safety Systems,,31.39332385860624,Normal Operation,Low,31977.355102841913
SHIP_0011,2024-05-23,Hull Inspection,F001,22.57264129986781,Collision Warning,Medium,41613.041955436536
SHIP_0011,2024-04-22,Hull Inspection,,39.38186444900969,Mechanical Failure,Low,39139.97640836978
SHIP_0011,2024-05-05,Navigation Equipment,,0.0,Weather Damage,Low,8532.186108921878
SHIP_0011,2024-09-15,Hull Inspection,F003,0.0,System Malfunction,Low,1096.9055740074632
SHIP_0011,2024-06-12,Propeller Repair,F005,0.0,Human Error,Low,40196.277408027876
SHIP_0011,2024-01-18,Engine Service,,0.0,Human Error,Medium,29379.73826212363
SHIP_0011,2024-11-14,Navigation Equipment,,0.0,Collision Warning,Low,34291.68158041019
SHIP_0011,2024-12-29,Propeller Repair,,0.0,Weather Damage,Low,23711.169249964092
SHIP_0011,2024-06-05,Safety Systems,F005,0.0,Normal Operation,Medium,12811.19404774169
SHIP_0011,2024-09-24,Electrical System,,0.0,Weather Damage,Medium,20216.237115453543
SHIP_0011,2024-03-18,Navigation Equipment,F001,0.0,Weather Damage,Low,41765.97058374851
SHIP_0011,2024-07-22,Hull Inspection,,0.0,Collision Warning,Low,9365.167234542021
SHIP_0011,2024-11-13,Engine Service,,10.039993861510302,Mechanical Failure,Low,32719.855766218756
SHIP_0011,2024-01-16,Electrical System,F005,0.0,Mechanical Failure,Medium,16498.725614645628
SHIP_0011,2024-12-11,Safety Systems,F005,0.0,Human Error,Low,22620.091554652063
SHIP_0011,2024-06-26,Engine Service,F008,8.080746630361372,Weather Damage,Low,24264.646966209162
SHIP_0011,2024-03-18,Navigation Equipment,F003,3.723191577049416,Mechanical Failure,Medium,38749.77129141794
SHIP_0011,2024-02-06,Hull Inspection,,10.28223128012853,Mechanical Failure,Medium,12687.876257445674
SHIP_0011,2024-02-24,Navigation Equipment,,5.316890172892404,System Malfunction,Low,29612.77573710371
SHIP_0011,2024-04-11,Electrical System,F003,0.0,Weather Damage,Medium,46572.93751875429
SHIP_0011,2024-06-18,Propeller Repair,F007,0.0,Human Error,Low,38715.225804600006
SHIP_0012,2024-08-04,Engine Service,F002,0.0,Mechanical Failure,Medium,28785.543879363326
SHIP_0012,2024-08-02,Hull Inspection,F008,0.0,Mechanical Failure,Medium,23027.73138883208
SHIP_0012,2024-02-03,Electrical System,,0.0,Mechanical Failure,Low,48785.25939505437
SHIP_0012,2024-03-06,Safety Systems,,18.748987151195095,Normal Operation,Medium,22751.31846966948
SHIP_0012,2024-11-11,Propeller Repair,F007,15.80332677127068,System Malfunction,Low,19196.258788813873
SHIP_0012,2024-09-03,Navigation Equipment,F003,44.953255083721864,System Malfunction,Low,21291.668130158334
SHIP_0012,2024-06-19,Hull Inspection,,0.0,System Malfunction,Low,30048.37918468578
SHIP_0012,2024-06-28,Propeller Repair,F005,30.027250149485166,Mechanical Failure,Medium,33607.489012162114
SHIP_0012,2024-10-27,Safety Systems,,0.0,Human Error,Low,40284.22312807245
SHIP_0012,2024-10-04,Safety Systems,F003,47.17805915592974,Mechanical Failure,Low,10113.121616289776
SHIP_0012,2024-11-05,Engine Service,,0.0,Mechanical Failure,Low,47156.62427183811
SHIP_0012,2024-09-11,Propeller Repair,F008,0.0,Mechanical Failure,Medium,6362.302551599316
SHIP_0012,2024-07-20,Safety Systems,F002,0.0,Human Error,High,1715.006259877627
SHIP_0012,2024-04-21,Navigation Equipment,F006,22.28443756189272,Normal Operation,Medium,3928.663503050934
SHIP_0012,2024-08-01,Hull Inspection,F002,13.864743527803876,Human Error,Medium,23861.943543081037
SHIP_0012,2024-10-23,Propeller Repair,,0.0,Human Error,Medium,34120.66162465243
SHIP_0012,2024-09-02,Navigation Equipment,,47.446292769574654,Normal Operation,Low,16988.896783888227
SHIP_0012,2024-09-26,Propeller Repair,F005,44.46288586000938,Mechanical Failure,Low,29596.42394088049
SHIP_0012,2024-03-30,Navigation Equipment,F008,29.02108424761554,Weather Damage,Low,41068.011307385204
SHIP_0012,2024-11-22,Propeller Repair,,0.0,Weather Damage,Low,6447.016677309167
SHIP_0012,2024-01-07,Navigation Equipment,F001,0.0,Weather Damage,Low,8732.856062415372
SHIP_0012,2024-06-09,Engine Service,F005,0.0,Mechanical Failure,Low,48191.967524528925
SHIP_0013,2024-09-28,Electrical System,F002,0.0,Human Error,Low,29802.73763717293
SHIP_0013,2024-05-08,Electrical System,F008,7.313648207975358,System Malfunction,Medium,29021.455814363897
SHIP_0013,2024-03-11,Safety Systems,F008,44.72584952606236,Human Error,High,1102.3238377758441
SHIP_0013,2024-03-27,Propeller Repair,,0.0,Weather Damage,Low,34936.76511846749
SHIP_0013,2024-05-22,Propeller Repair,F002,3.172943396211183,Collision Warning,High,15888.407558784118
SHIP_0013,2024-08-26,Electrical System,,0.0,Weather Damage,Low,1066.293729132302
SHIP_0013,2024-03-29,Propeller Repair,F004,0.0,System Malfunction,Low,11493.610093312802
SHIP_0013,2024-08-24,Electrical System,,46.84398626188928,Human Error,Low,29522.335851220047
SHIP_0013,2024-09-30,Safety Systems,F006,0.0,Weather Damage,Low,27275.467578340602
SHIP_0013,2024-06-29,Safety Systems,,25.157013600642838,Weather Damage,Medium,46617.8093353961
SHIP_0013,2024-01-19,Safety Systems,F006,0.0,System Malfunction,Medium,29368.393156170292
SHIP_0013,2024-01-20,Propeller Repair,F004,17.098017466151692,Weather Damage,Low,47611.492136296525
SHIP_0013,2024-04-04,Propeller Repair,,0.0,Collision Warning,Low,25272.529725918674
SHIP_0013,2024-03-18,Safety Systems,F006,0.0,Mechanical Failure,Medium,2413.672006329862
SHIP_0013,2024-09-04,Propeller Repair,F002,0.0,Human Error,Medium,41402.27987869159
SHIP_0013,2024-05-11,Hull Inspection,F008,0.0,System Malfunction,Low,1827.2501679256109
SHIP_0013,2024-05-05,Propeller Repair,,0.0,Mechanical Failure,Medium,25599.322211481474
SHIP_0013,2024-12-28,Navigation Equipment,,0.0,Normal Operation,Low,21455.111631744163
SHIP_0013,2024-07-20,Electrical System,,0.0,Normal Operation,Low,46359.4421372736
SHIP_0013,2024-11-13,Safety Systems,F005,2.2376932241136442,Weather Damage,Low,48244.52543393501
SHIP_0013,2024-07-09,Hull Inspection,,0.0,Mechanical Failure,Medium,21847.296873812025
SHIP_0013,2024-11-10,Hull Inspection,,0.0,Weather Damage,Low,2656.5394321705494
SHIP_0013,2024-06-25,Safety Systems,,0.0,Normal Operation,High,23592.282573109682
SHIP_0013,2024-04-06,Safety Systems,F005,19.47875855418022,Collision Warning,Low,38982.83525323919
SHIP_0013,2024-07-23,Hull Inspection,,0.0,System Malfunction,Medium,19730.377472491084
SHIP_0013,2024-02-23,Electrical System,F005,0.0,Weather Damage,Low,30156.407448278307
SHIP_0013,2024-11-26,Propeller Repair,F006,15.438467815071993,Collision Warning,Low,46672.89499727712
SHIP_0013,2024-08-26,Propeller Repair,,0.0,Collision Warning,Low,45277.306517500154
SHIP_0013,2024-05-12,Electrical System,,18.331722950468183,Collision Warning,Low,48697.56422123637
SHIP_0013,2024-12-04,Safety Systems,F001,0.0,Normal Operation,Low,33517.46216388674
SHIP_0014,2024-01-16,Propeller Repair,,0.0,Collision Warning,Low,4632.187754210768
SHIP_0014,2024-12-25,Navigation Equipment,,22.06765552839625,Mechanical Failure,Medium,49435.09320132299
SHIP_0014,2024-05-18,Safety Systems,F008,0.0,System Malfunction,Low,4210.730221211104
SHIP_0014,2024-12-13,Hull Inspection,F007,31.26438025366892,Weather Damage,Low,10460.667882599775
SHIP_0014,2024-10-03,Hull Inspection,F005,0.0,System Malfunction,Medium,28237.53037835357
SHIP_0014,2024-05-16,Electrical System,F004,5.741279361171387,Human Error,Low,27474.96015064758
SHIP_0014,2024-10-10,Navigation Equipment,F005,38.618035724432126,Collision Warning,Low,41453.68359930391
SHIP_0014,2024-10-22,Navigation Equipment,,0.0,Human Error,Low,18374.843699766767
SHIP_0014,2024-06-01,Electrical System,F008,29.24529965318094,System Malfunction,Low,14882.551919458358
SHIP_0014,2024-08-19,Navigation Equipment,,0.0,Normal Operation,Low,12544.1051998415
SHIP_0014,2024-10-11,Navigation Equipment,,0.0,Human Error,Low,15070.466269091685
SHIP_0014,2024-11-21,Propeller Repair,F002,0.0,Mechanical Failure,High,16406.75115920996
SHIP_0014,2024-03-03,Navigation Equipment,F007,23.88780047621037,Normal Operation,Low,4224.6752387676925
SHIP_0014,2024-05-19,Safety Systems,,6.254507929370633,System Malfunction,Low,4981.404337365955
SHIP_0014,2024-02-15,Propeller Repair,,20.12068929404813,Mechanical Failure,Low,23997.72445127064
SHIP_0014,2024-12-26,Engine Service,,17.693964157267832,Normal Operation,Medium,30050.154318252607
SHIP_0014,2024-12-15,Safety Systems,F004,0.0,System Malfunction,Low,46207.07649919789
SHIP_0014,2024-10-17,Hull Inspection,,30.843305823746935,Normal Operation,Medium,2650.5143769093556
SHIP_0014,2024-04-17,Propeller Repair,F007,44.85996170005157,Mechanical Failure,Low,15574.81897034576
SHIP_0014,2024-12-04,Safety Systems,F004,24.73065123790341,Mechanical Failure,Low,9166.485039041641
SHIP_0014,2024-10-29,Electrical System,F008,0.0,Human Error,Low,46716.80822753063
SHIP_0014,2024-11-22,Hull Inspection,,44.14249620841409,Human Error,Medium,13621.21540374488
SHIP_0014,2024-08-03,Engine Service,,0.0,Human Error,Low,34144.02949361866
SHIP_0014,2024-11-28,Propeller Repair,,41.54638010254512,Mechanical Failure,Low,46836.40503321106
SHIP_0014,2024-07-08,Propeller Repair,,0.0,Human Error,Medium,5187.927318607953
SHIP_0014,2024-09-25,Safety Systems,,0.0,System Malfunction,High,6344.272546526563
SHIP_0014,2024-02-11,Hull Inspection,F005,20.019969025447097,System Malfunction,Low,18436.471244714852
SHIP_0014,2024-03-11,Electrical System,,0.0,Collision Warning,Medium,39674.528143238436
SHIP_0014,2024-12-10,Electrical System,F008,0.0,Mechanical Failure,Low,41857.86869556055
SHIP_0014,2024-02-24,Engine Service,F005,38.19921611711011,System Malfunction,Medium,26580.051133800782
SHIP_0014,2024-10-09,Safety Systems,F007,29.230388603768,Collision Warning,Low,1249.9326456734207
SHIP_0014,2024-04-20,Safety Systems,F004,0.0,Human Error,Medium,26357.395321220203
SHIP_0014,2024-08-11,Propeller Repair,,0.0,Human Error,Low,17696.34501447391
SHIP_0014,2024-04-27,Electrical System,,0.0,Collision Warning,Low,14442.471538061156
SHIP_0014,2024-11-18,Hull Inspection,F007,0.0,Normal Operation,Low,22378.862934844652
SHIP_0014,2024-09-01,Propeller Repair,F002,0.0,Weather Damage,Medium,22620.706538757753
SHIP_0015,2024-09-25,Electrical System,,29.76035032918482,Human Error,Low,49253.637359631335
SHIP_0015,2024-06-07,Propeller Repair,F006,9.12028682697569,Weather Damage,Low,28037.49393572309
SHIP_0015,2024-03-14,Propeller Repair,F008,0.0,Mechanical Failure,Medium,21090.611309489537
SHIP_0015,2024-03-23,Propeller Repair,,33.246008297598465,Human Error,Medium,770.8943628813802
SHIP_0015,2024-05-17,Electrical System,F006,21.546882416398123,Weather Damage,Low,23926.801488803514
SHIP_0015,2024-11-04,Engine Service,,0.0,Mechanical Failure,Low,29038.888979487452
SHIP_0015,2024-08-09,Hull Inspection,F001,31.765111748613833,Human Error,Medium,3109.6728459886485
SHIP_0015,2024-08-20,Electrical System,,8.190680441469313,Mechanical Failure,Low,15769.758463016276
SHIP_0015,2024-06-04,Hull Inspection,,0.0,System Malfunction,Low,1368.1790107056877
SHIP_0015,2024-04-20,Hull Inspection,F007,6.095113341811789,Human Error,Low,16893.983303002202
SHIP_0015,2024-07-29,Navigation Equipment,,0.0,System Malfunction,High,46586.24999099732
SHIP_0015,2024-07-26,Navigation Equipment,,0.0,System Malfunction,Low,2528.5744077332265
SHIP_0015,2024-10-15,Electrical System,F001,0.0,System Malfunction,High,3501.5797890498184
SHIP_0015,2024-05-29,Hull Inspection,F001,43.59188197405092,Collision Warning,Medium,27429.42427287024
SHIP_0015,2024-09-24,Safety Systems,F008,0.0,Collision Warning,Low,1056.6657777889914
SHIP_0015,2024-02-23,Electrical System,F002,0.0,System Malfunction,High,48962.34060213809
SHIP_0015,2024-03-28,Safety Systems,,0.0,Human Error,Low,16997.492705844903
SHIP_0015,2024-12-11,Safety Systems,F004,0.0,Mechanical Failure,Medium,39248.802383980576
SHIP_0015,2024-04-30,Propeller Repair,,0.0,Normal Operation,Medium,13056.661444238382
SHIP_0015,2024-04-18,Engine Service,,0.0,Mechanical Failure,Low,17941.206174022856
SHIP_0015,2024-10-19,Electrical System,F007,25.04279249809335,Normal Operation,Medium,21360.33551472421
SHIP_0015,2024-03-08,Electrical System,,4.754165355275696,Weather Damage,Low,39403.57635950597
SHIP_0015,2024-10-30,Safety Systems,F003,0.0,System Malfunction,Low,30562.749226724736
SHIP_0015,2024-10-21,Navigation Equipment,F005,18.176260258442156,Weather Damage,Low,6567.578518899201
SHIP_0015,2024-10-04,Hull Inspection,F003,44.2141051078415,Normal Operation,Low,26510.635219577587
SHIP_0015,2024-02-24,Navigation Equipment,,44.59797157214655,Collision Warning,Medium,38846.67467199392
SHIP_0016,2024-11-21,Electrical System,,0.0,Mechanical Failure,Low,44577.831776462095
SHIP_0016,2024-07-13,Hull Inspection,,17.503089607014346,Normal Operation,Low,20834.471329479355
SHIP_0016,2024-11-24,Hull Inspection,F004,0.0,Collision Warning,Low,29561.941775901592
SHIP_0016,2024-02-01,Electrical System,F001,0.0,Normal Operation,Medium,26809.725626701347
SHIP_0016,2024-09-24,Navigation Equipment,F001,24.3257133468446,Normal Operation,Low,6477.507837125809
SHIP_0016,2024-03-04,Propeller Repair,,0.0,Weather Damage,Low,31019.290567389507
SHIP_0016,2024-02-03,Navigation Equipment,F004,25.34159990978899,Collision Warning,Low,35917.684388940484
SHIP_0016,2024-10-04,Electrical System,,31.18684097690481,Mechanical Failure,Medium,44227.67708049169
SHIP_0016,2024-09-15,Engine Service,,0.0,Human Error,Medium,4300.079157983387
SHIP_0016,2024-10-02,Safety Systems,F004,31.685391328645366,Normal Operation,Low,35105.19043784596
SHIP_0016,2024-01-03,Electrical System,,6.996988632895975,Mechanical Failure,Medium,39014.42456867981
SHIP_0016,2024-10-18,Propeller Repair,F006,5.68081378337464,System Malfunction,Low,14904.648056891365
SHIP_0016,2024-05-09,Navigation Equipment,F002,23.4588253017498,Human Error,Low,32443.55113688955
SHIP_0016,2024-11-17,Navigation Equipment,F005,0.0,Human Error,Low,17623.36520130173
SHIP_0016,2024-02-06,Electrical System,F008,6.404553266421481,Normal Operation,Medium,44952.70959049555
SHIP_0016,2024-01-17,Electrical System,,35.48059273259266,Mechanical Failure,Low,36854.340417782645
SHIP_0016,2024-10-06,Electrical System,,0.0,Collision Warning,Low,44172.52307128414
SHIP_0016,2024-11-16,Propeller Repair,,23.26316324742907,Collision Warning,Medium,12551.599522995883
SHIP_0016,2024-02-04,Propeller Repair,F004,0.0,Human Error,Low,25024.06055269816
SHIP_0016,2024-09-27,Propeller Repair,F007,0.0,Human Error,High,26842.81358241189
SHIP_0016,2024-04-03,Electrical System,F002,37.18831841697358,System Malfunction,Low,20375.14749971397
SHIP_0017,2024-06-21,Hull Inspection,F005,0.0,System Malfunction,Low,31331.768809631605
SHIP_0017,2024-04-02,Electrical System,F005,0.0,Weather Damage,Medium,21970.32456619868
SHIP_0017,2024-12-21,Electrical System,F004,46.041742204935375,Normal Operation,Low,5242.458622502207
SHIP_0017,2024-12-17,Safety Systems,,0.0,Human Error,Low,38077.58817820795
SHIP_0017,2024-06-05,Safety Systems,,3.7596348145470473,Collision Warning,High,6066.8698857468125
SHIP_0017,2024-04-28,Navigation Equipment,F007,0.0,Human Error,Low,26595.5921360675
SHIP_0017,2024-07-10,Electrical System,F003,22.485366255183965,Normal Operation,Low,14850.110173518695
SHIP_0017,2024-04-08,Engine Service,,0.0,Mechanical Failure,Medium,44917.498350725145
SHIP_0017,2024-02-23,Electrical System,F006,0.0,Normal Operation,Low,15036.852253165132
SHIP_0017,2024-07-22,Hull Inspection,F002,4.024365796580857,Collision Warning,High,40640.403414294626
SHIP_0017,2024-05-14,Engine Service,F003,0.0,Weather Damage,Medium,23024.055431668272
SHIP_0017,2024-12-24,Safety Systems,F006,0.0,Normal Operation,Low,4202.3238177872645
SHIP_0017,2024-10-09,Safety Systems,F006,0.0,Weather Damage,High,26549.90319423147
SHIP_0017,2024-04-15,Navigation Equipment,,39.31509861508645,Weather Damage,High,34881.07025370645
SHIP_0017,2024-08-25,Electrical System,F002,11.48752431910238,Normal Operation,Low,14718.0788119863
SHIP_0017,2024-10-31,Safety Systems,F002,0.0,Human Error,Low,16629.478296770852
SHIP_0017,2024-03-29,Propeller Repair,F004,0.0,Collision Warning,Low,6051.317866130339
SHIP_0017,2024-10-28,Propeller Repair,F004,25.694729420652383,Weather Damage,Low,42681.38151040441
SHIP_0017,2024-04-16,Hull Inspection,,7.360539102944577,Collision Warning,Medium,2305.099999181517
SHIP_0017,2024-06-24,Propeller Repair,,0.0,Normal Operation,Low,24495.382436826803
SHIP_0017,2024-03-08,Hull Inspection,,0.0,Human Error,Medium,22532.017065935506
SHIP_0017,2024-03-31,Hull Inspection,F001,33.96566917600745,System Malfunction,Low,26387.330661933585
SHIP_0017,2024-03-27,Safety Systems,,0.0,Normal Operation,Low,11287.943655114354
SHIP_0017,2024-09-29,Electrical System,,30.04478141546497,Human Error,High,23582.257693626896
SHIP_0017,2024-03-24,Engine Service,,32.33166229885266,Mechanical Failure,High,46152.97158501944
SHIP_0017,2024-04-12,Propeller Repair,F001,42.113802848540665,Normal Operation,Low,15824.725060707273
SHIP_0018,2024-02-21,Navigation Equipment,,12.316488546841521,Normal Operation,Low,35964.6582044512
SHIP_0018,2024-07-01,Safety Systems,F005,0.0,Normal Operation,Medium,36580.37633629579
SHIP_0018,2024-08-24,Electrical System,F006,11.297783510059098,System Malfunction,Medium,22215.533662668142
SHIP_0018,2024-01-19,Safety Systems,F004,0.0,Normal Operation,Medium,18181.397178874646
SHIP_0018,2024-09-11,Engine Service,F005,25.52353056307981,Normal Operation,Low,16449.49190502394
SHIP_0018,2024-07-29,Safety Systems,F004,0.0,Mechanical Failure,Low,4561.420023684435
SHIP_0018,2024-09-13,Engine Service,,0.0,Collision Warning,High,22593.520127287207
SHIP_0018,2024-08-28,Hull Inspection,,11.811885869406849,Weather Damage,Low,43808.36653392457
SHIP_0018,2024-12-20,Propeller Repair,,0.0,Weather Damage,Low,11585.511629382567
SHIP_0018,2024-12-13,Propeller Repair,F006,0.0,Collision Warning,Medium,5354.535858382683
SHIP_0018,2024-10-14,Hull Inspection,F001,0.0,Normal Operation,Low,9511.15038337743
SHIP_0018,2024-10-01,Engine Service,F003,41.68330314662228,Collision Warning,Low,41130.1954922956
SHIP_0018,2024-02-01,Electrical System,,0.0,Normal Operation,Medium,6537.381212403903
SHIP_0018,2024-07-16,Hull Inspection,,0.0,System Malfunction,Medium,40409.88423376393
SHIP_0018,2024-08-01,Navigation Equipment,F004,0.0,Human Error,Medium,3907.9026312642613
SHIP_0018,2024-12-04,Electrical System,,44.0880926591149,Normal Operation,Low,43292.22147059342
SHIP_0018,2024-04-03,Electrical System,F002,0.0,Human Error,Low,45604.09572038867
SHIP_0018,2024-04-10,Propeller Repair,,29.94835693837487,Human Error,High,32002.64142233016
SHIP_0018,2024-05-31,Hull Inspection,F001,0.0,Weather Damage,Low,45365.47363726732
SHIP_0018,2024-10-04,Safety Systems,F008,46.59357139661904,Human Error,Medium,3047.4165365413255
SHIP_0018,2024-02-23,Navigation Equipment,,3.639418006360483,Mechanical Failure,High,44929.16025727116
SHIP_0019,2024-10-04,Navigation Equipment,,39.980389868661625,Normal Operation,Medium,20602.081606587493
SHIP_0019,2024-02-26,Hull Inspection,F001,0.0,Human Error,Medium,7728.937178142584
SHIP_0019,2024-03-30,Hull Inspection,F004,0.0,Weather Damage,Low,23001.53604021176
SHIP_0019,2024-04-02,Engine Service,,14.802870773553245,Collision Warning,Low,40925.241678653365
SHIP_0019,2024-12-12,Engine Service,F008,0.0,Mechanical Failure,Low,20761.441802632587
SHIP_0019,2024-09-18,Safety Systems,F005,29.36331947534573,Normal Operation,Medium,42648.374638607325
SHIP_0019,2024-12-23,Navigation Equipment,,0.0,Normal Operation,Low,18120.540094133998
SHIP_0019,2024-02-20,Safety Systems,F005,25.562310895696367,Collision Warning,Medium,45647.223855868484
SHIP_0019,2024-01-24,Propeller Repair,F006,8.696474133422061,Weather Damage,Low,30378.875250946512
SHIP_0019,2024-12-18,Hull Inspection,,46.92924926252388,Collision Warning,Low,27412.348026130887
SHIP_0019,2024-09-19,Navigation Equipment,,0.0,Collision Warning,Low,32608.995118151346
SHIP_0019,2024-02-14,Engine Service,F008,10.29698662482596,System Malfunction,Low,34001.62216158507
SHIP_0019,2024-05-29,Propeller Repair,F008,30.666514641921477,Human Error,Medium,8606.95545471288
SHIP_0019,2024-02-07,Hull Inspection,F006,0.0,Normal Operation,Low,25180.945332133546
SHIP_0019,2024-11-26,Propeller Repair,F001,0.0,Weather Damage,Low,2990.9919424428663
SHIP_0019,2024-01-28,Engine Service,F005,27.678017334905277,Weather Damage,High,22723.013470068378
SHIP_0019,2024-09-28,Engine Service,F005,13.850086709599871,Normal Operation,Low,2673.2606998854544
SHIP_0019,2024-03-18,Propeller Repair,F007,36.89567448363916,Mechanical Failure,Low,32426.924538509204
SHIP_0019,2024-12-01,Safety Systems,F002,0.0,Mechanical Failure,Low,1848.0237018527735
SHIP_0019,2024-06-12,Propeller Repair,F001,43.42876017502758,Human Error,Low,1284.1206859409506
SHIP_0019,2024-10-30,Engine Service,F007,0.0,Mechanical Failure,High,45904.1268508823
SHIP_0019,2024-09-05,Navigation Equipment,F003,0.0,Weather Damage,Low,2394.52301717742
SHIP_0019,2024-03-29,Navigation Equipment,,27.983239471635468,Collision Warning,Low,35374.64958591352
SHIP_0019,2024-02-24,Safety Systems,,0.0,System Malfunction,High,25147.083425450866
SHIP_0019,2024-05-02,Safety Systems,,0.0,Human Error,Low,39646.45542134977
SHIP_0019,2024-01-18,Electrical System,F007,10.294681701515218,Human Error,Medium,32751.476110041287
SHIP_0019,2024-06-17,Electrical System,F005,20.136522096313666,Mechanical Failure,Medium,8215.462410277762
SHIP_0020,2024-05-19,Hull Inspection,,0.0,Weather Damage,Medium,7947.494047665018
SHIP_0020,2024-10-24,Electrical System,F001,26.62149893500493,System Malfunction,Low,48033.210422461496
SHIP_0020,2024-03-17,Engine Service,,0.0,System Malfunction,Low,13270.628287594785
SHIP_0020,2024-04-22,Propeller Repair,F006,0.0,Collision Warning,Low,39182.50172549298
SHIP_0020,2024-01-24,Navigation Equipment,,37.51032671978141,Collision Warning,Medium,12489.003957276042
SHIP_0020,2024-02-06,Propeller Repair,F003,26.39842794381216,System Malfunction,High,1214.9231582813193
SHIP_0020,2024-01-26,Engine Service,,6.487943290734452,Mechanical Failure,Medium,30120.556549640114
SHIP_0020,2024-01-21,Safety Systems,,0.0,Human Error,Low,5694.620362219355
SHIP_0020,2024-11-15,Electrical System,F004,0.0,Mechanical Failure,Low,47650.09595513401
SHIP_0020,2024-08-03,Hull Inspection,,15.800105409940977,System Malfunction,Low,32939.27151073988
SHIP_0020,2024-03-24,Propeller Repair,F003,12.79039782640136,Mechanical Failure,Low,28166.99576058949
SHIP_0020,2024-10-27,Hull Inspection,,0.0,Normal Operation,Low,43078.808705951335
SHIP_0020,2024-01-03,Electrical System,,43.51268029810154,Weather Damage,Low,14713.496787028414
SHIP_0020,2024-02-28,Electrical System,,0.0,Collision Warning,Medium,7983.600298144766
SHIP_0020,2024-04-01,Engine Service,F008,0.0,Mechanical Failure,High,21394.976060876317
SHIP_0020,2024-09-21,Hull Inspection,F006,23.1948968391577,Mechanical Failure,Low,38826.073419555905
SHIP_0020,2024-06-22,Hull Inspection,,45.1375438284054,System Malfunction,Low,16050.037407094365
SHIP_0020,2024-07-01,Propeller Repair,F007,0.0,Human Error,Low,7677.068440145391
SHIP_0020,2024-03-26,Hull Inspection,F006,0.0,Normal Operation,Low,31728.495547140545
SHIP_0020,2024-04-18,Engine Service,F005,24.50410489198427,Weather Damage,Low,45688.71301645261
SHIP_0021,2024-09-08,Engine Service,,0.0,System Malfunction,Medium,26526.97489166573
SHIP_0021,2024-08-13,Propeller Repair,,25.982886761275005,Mechanical Failure,Medium,46643.25389329589
SHIP_0021,2024-05-19,Engine Service,,20.746233137686374,Weather Damage,Low,32531.205456663836
SHIP_0021,2024-02-21,Safety Systems,F005,0.0,Human Error,Low,5298.392511033151
SHIP_0021,2024-10-15,Hull Inspection,,0.0,Mechanical Failure,Low,30176.122873548156
SHIP_0021,2024-04-04,Electrical System,,3.715680450957063,Normal Operation,Low,15605.034837690691
SHIP_0021,2024-05-29,Hull Inspection,,0.0,Normal Operation,Low,6188.197461707341
SHIP_0021,2024-03-29,Hull Inspection,F003,0.0,Collision Warning,Medium,38951.62457216753
SHIP_0021,2024-08-11,Hull Inspection,,0.0,Weather Damage,Medium,21031.127826292806
SHIP_0021,2024-04-28,Engine Service,,0.0,Normal Operation,Low,43140.304813718016
SHIP_0021,2024-12-27,Engine Service,F001,12.972662909291511,System Malfunction,High,20167.478444871955
SHIP_0021,2024-02-28,Engine Service,F005,35.33194403305786,Human Error,Low,1495.6127938054
SHIP_0021,2024-01-16,Navigation Equipment,F002,0.0,System Malfunction,High,1695.5630721840469
SHIP_0021,2024-11-21,Safety Systems,F002,0.0,System Malfunction,Low,34366.403160569134
SHIP_0021,2024-04-30,Hull Inspection,,9.669547947165444,Normal Operation,Medium,3750.4388070608393
SHIP_0021,2024-05-17,Navigation Equipment,,46.30054953628404,Human Error,Low,12657.944603573893
SHIP_0021,2024-05-04,Hull Inspection,F002,15.070025269328116,Collision Warning,Low,36258.42044955141
SHIP_0021,2024-10-12,Hull Inspection,,0.0,Normal Operation,Low,36565.564803998386
SHIP_0021,2024-04-06,Hull Inspection,F001,0.0,Weather Damage,Medium,24119.66463746288
SHIP_0021,2024-07-20,Propeller Repair,,47.81670842374474,Weather Damage,Medium,13423.83010407094
SHIP_0021,2024-03-29,Safety Systems,,47.867093265337516,Human Error,Low,35951.48042874268
SHIP_0021,2024-05-31,Propeller Repair,,44.67280045401839,Weather Damage,Low,33594.05605537554
SHIP_0021,2024-05-31,Navigation Equipment,F001,0.0,System Malfunction,Medium,16940.310094914126
SHIP_0021,2024-09-09,Safety Systems,,0.0,Normal Operation,Low,13983.708382419934
SHIP_0021,2024-09-12,Engine Service,F005,12.262409657734427,Weather Damage,Medium,40495.21168703267
SHIP_0021,2024-07-27,Electrical System,F001,20.162969133311556,System Malfunction,Low,33071.511763622155
SHIP_0021,2024-11-18,Navigation Equipment,F001,3.7876797439427343,Weather Damage,Low,19654.57304578681
